year,city,country,avg_temp
1829,Anshan,China,11.80
1830,Anshan,China,7.12
1831,Anshan,China,6.02
1832,Anshan,China,6.00
1833,Anshan,China,6.59
1834,Anshan,China,6.94
1835,Anshan,China,6.10
1836,Anshan,China,6.51
1837,Anshan,China,6.22
1838,Anshan,China,
1839,Anshan,China,5.91
1840,Anshan,China,6.79
1841,Anshan,China,5.77
1842,Anshan,China,6.66
1843,Anshan,China,6.94
1844,Anshan,China,6.81
1845,Anshan,China,6.80
1846,Anshan,China,7.26
1847,Anshan,China,7.11
1848,Anshan,China,7.03
1849,Anshan,China,7.03
1850,Anshan,China,5.99
1851,Anshan,China,5.62
1852,Anshan,China,5.85
1853,Anshan,China,6.14
1854,Anshan,China,7.06
1855,Anshan,China,7.45
1856,Anshan,China,6.84
1857,Anshan,China,6.67
1858,Anshan,China,7.11
1859,Anshan,China,6.93
1860,Anshan,China,5.80
1861,Anshan,China,6.16
1862,Anshan,China,6.29
1863,Anshan,China,7.29
1864,Anshan,China,6.62
1865,Anshan,China,6.60
1866,Anshan,China,6.81
1867,Anshan,China,7.15
1868,Anshan,China,7.06
1869,Anshan,China,7.35
1870,Anshan,China,6.65
1871,Anshan,China,6.81
1872,Anshan,China,6.64
1873,Anshan,China,6.53
1874,Anshan,China,7.20
1875,Anshan,China,7.14
1876,Anshan,China,7.40
1877,Anshan,China,6.98
1878,Anshan,China,6.87
1879,Anshan,China,6.99
1880,Anshan,China,6.82
1881,Anshan,China,6.72
1882,Anshan,China,7.16
1883,Anshan,China,6.78
1884,Anshan,China,5.99
1885,Anshan,China,6.53
1886,Anshan,China,7.04
1887,Anshan,China,6.79
1888,Anshan,China,6.56
1889,Anshan,China,6.39
1890,Anshan,China,7.72
1891,Anshan,China,7.02
1892,Anshan,China,6.13
1893,Anshan,China,6.14
1894,Anshan,China,7.76
1895,Anshan,China,6.22
1896,Anshan,China,6.65
1897,Anshan,China,6.95
1898,Anshan,China,7.94
1899,Anshan,China,7.94
1900,Anshan,China,7.31
1901,Anshan,China,7.04
1902,Anshan,China,7.47
1903,Anshan,China,7.52
1904,Anshan,China,7.00
1905,Anshan,China,7.21
1906,Anshan,China,6.73
1907,Anshan,China,6.99
1908,Anshan,China,6.59
1909,Anshan,China,6.44
1910,Anshan,China,6.31
1911,Anshan,China,6.49
1912,Anshan,China,6.24
1913,Anshan,China,6.38
1914,Anshan,China,7.65
1915,Anshan,China,6.24
1916,Anshan,China,6.72
1917,Anshan,China,6.17
1918,Anshan,China,6.85
1919,Anshan,China,7.21
1920,Anshan,China,7.62
1921,Anshan,China,7.05
1922,Anshan,China,6.90
1923,Anshan,China,6.69
1924,Anshan,China,6.95
1925,Anshan,China,7.15
1926,Anshan,China,7.18
1927,Anshan,China,7.12
1928,Anshan,China,7.03
1929,Anshan,China,7.10
1930,Anshan,China,7.49
1931,Anshan,China,6.73
1932,Anshan,China,7.57
1933,Anshan,China,6.75
1934,Anshan,China,6.80
1935,Anshan,China,7.80
1936,Anshan,China,6.42
1937,Anshan,China,7.38
1938,Anshan,China,7.59
1939,Anshan,China,8.04
1940,Anshan,China,7.49
1941,Anshan,China,7.42
1942,Anshan,China,7.34
1943,Anshan,China,8.11
1944,Anshan,China,7.28
1945,Anshan,China,6.77
1946,Anshan,China,7.72
1947,Anshan,China,5.45
1948,Anshan,China,7.84
1949,Anshan,China,7.62
1950,Anshan,China,7.56
1951,Anshan,China,7.47
1952,Anshan,China,7.07
1953,Anshan,China,7.08
1954,Anshan,China,7.10
1955,Anshan,China,7.83
1956,Anshan,China,6.18
1957,Anshan,China,6.58
1958,Anshan,China,7.70
1959,Anshan,China,8.20
1960,Anshan,China,7.72
1961,Anshan,China,8.24
1962,Anshan,China,7.57
1963,Anshan,China,7.48
1964,Anshan,China,7.40
1965,Anshan,China,7.27
1966,Anshan,China,7.20
1967,Anshan,China,7.43
1968,Anshan,China,7.57
1969,Anshan,China,6.33
1970,Anshan,China,7.17
1971,Anshan,China,7.28
1972,Anshan,China,7.39
1973,Anshan,China,7.91
1974,Anshan,China,7.22
1975,Anshan,China,8.31
1976,Anshan,China,7.01
1977,Anshan,China,7.59
1978,Anshan,China,7.69
1979,Anshan,China,7.87
1980,Anshan,China,6.88
1981,Anshan,China,7.30
1982,Anshan,China,8.27
1983,Anshan,China,8.17
1984,Anshan,China,7.34
1985,Anshan,China,6.94
1986,Anshan,China,7.30
1987,Anshan,China,7.46
1988,Anshan,China,8.11
1989,Anshan,China,8.78
1990,Anshan,China,8.66
1991,Anshan,China,8.02
1992,Anshan,China,8.16
1993,Anshan,China,7.92
1994,Anshan,China,8.74
1995,Anshan,China,8.25
1996,Anshan,China,7.91
1997,Anshan,China,8.48
1998,Anshan,China,9.18
1999,Anshan,China,8.67
2000,Anshan,China,7.91
2001,Anshan,China,7.97
2002,Anshan,China,8.64
2003,Anshan,China,8.62
2004,Anshan,China,8.91
2005,Anshan,China,7.75
2006,Anshan,China,8.52
2007,Anshan,China,9.19
2008,Anshan,China,8.82
2009,Anshan,China,8.27
2010,Anshan,China,7.59
2011,Anshan,China,8.04
2012,Anshan,China,7.54
2013,Anshan,China,9.30
1820,Changchun,China,3.63
1821,Changchun,China,4.62
1822,Changchun,China,4.63
1823,Changchun,China,4.09
1824,Changchun,China,5.08
1825,Changchun,China,4.86
1826,Changchun,China,4.78
1827,Changchun,China,5.32
1828,Changchun,China,4.55
1829,Changchun,China,4.41
1830,Changchun,China,4.76
1831,Changchun,China,3.68
1832,Changchun,China,3.67
1833,Changchun,China,4.26
1834,Changchun,China,4.72
1835,Changchun,China,3.83
1836,Changchun,China,4.26
1837,Changchun,China,3.88
1838,Changchun,China,4.31
1839,Changchun,China,3.54
1840,Changchun,China,4.61
1841,Changchun,China,3.50
1842,Changchun,China,4.39
1843,Changchun,China,4.79
1844,Changchun,China,4.55
1845,Changchun,China,4.50
1846,Changchun,China,5.06
1847,Changchun,China,4.73
1848,Changchun,China,4.89
1849,Changchun,China,4.89
1850,Changchun,China,3.58
1851,Changchun,China,3.20
1852,Changchun,China,3.46
1853,Changchun,China,3.63
1854,Changchun,China,4.83
1855,Changchun,China,5.35
1856,Changchun,China,4.58
1857,Changchun,China,4.29
1858,Changchun,China,4.96
1859,Changchun,China,4.56
1860,Changchun,China,3.44
1861,Changchun,China,3.80
1862,Changchun,China,4.21
1863,Changchun,China,5.19
1864,Changchun,China,4.57
1865,Changchun,China,4.24
1866,Changchun,China,4.64
1867,Changchun,China,4.79
1868,Changchun,China,4.81
1869,Changchun,China,5.02
1870,Changchun,China,4.15
1871,Changchun,China,4.31
1872,Changchun,China,4.19
1873,Changchun,China,4.17
1874,Changchun,China,5.06
1875,Changchun,China,5.02
1876,Changchun,China,5.07
1877,Changchun,China,4.85
1878,Changchun,China,4.67
1879,Changchun,China,4.64
1880,Changchun,China,4.76
1881,Changchun,China,4.43
1882,Changchun,China,5.05
1883,Changchun,China,4.60
1884,Changchun,China,3.75
1885,Changchun,China,4.35
1886,Changchun,China,5.05
1887,Changchun,China,4.56
1888,Changchun,China,4.15
1889,Changchun,China,4.20
1890,Changchun,China,5.42
1891,Changchun,China,4.77
1892,Changchun,China,3.60
1893,Changchun,China,3.92
1894,Changchun,China,5.44
1895,Changchun,China,3.86
1896,Changchun,China,4.22
1897,Changchun,China,4.79
1898,Changchun,China,5.57
1899,Changchun,China,5.68
1900,Changchun,China,5.13
1901,Changchun,China,5.04
1902,Changchun,China,4.89
1903,Changchun,China,5.39
1904,Changchun,China,4.76
1905,Changchun,China,5.22
1906,Changchun,China,4.46
1907,Changchun,China,4.77
1908,Changchun,China,4.40
1909,Changchun,China,4.07
1910,Changchun,China,3.92
1911,Changchun,China,4.41
1912,Changchun,China,4.06
1913,Changchun,China,4.28
1914,Changchun,China,5.27
1915,Changchun,China,3.30
1916,Changchun,China,4.36
1917,Changchun,China,3.97
1918,Changchun,China,4.50
1919,Changchun,China,4.87
1920,Changchun,China,5.31
1921,Changchun,China,5.07
1922,Changchun,China,4.29
1923,Changchun,China,4.34
1924,Changchun,China,4.46
1925,Changchun,China,5.24
1926,Changchun,China,5.05
1927,Changchun,China,4.91
1928,Changchun,China,4.68
1929,Changchun,China,4.59
1930,Changchun,China,5.23
1931,Changchun,China,4.10
1932,Changchun,China,5.48
1933,Changchun,China,4.69
1934,Changchun,China,4.79
1935,Changchun,China,5.36
1936,Changchun,China,4.10
1937,Changchun,China,4.56
1938,Changchun,China,5.14
1939,Changchun,China,5.63
1940,Changchun,China,5.00
1941,Changchun,China,4.81
1942,Changchun,China,5.20
1943,Changchun,China,6.13
1944,Changchun,China,5.28
1945,Changchun,China,4.47
1946,Changchun,China,5.42
1947,Changchun,China,3.36
1948,Changchun,China,5.81
1949,Changchun,China,5.42
1950,Changchun,China,5.40
1951,Changchun,China,5.34
1952,Changchun,China,4.76
1953,Changchun,China,4.79
1954,Changchun,China,4.74
1955,Changchun,China,5.42
1956,Changchun,China,3.83
1957,Changchun,China,4.18
1958,Changchun,China,5.24
1959,Changchun,China,6.22
1960,Changchun,China,5.18
1961,Changchun,China,5.93
1962,Changchun,China,5.33
1963,Changchun,China,5.54
1964,Changchun,China,5.01
1965,Changchun,China,4.53
1966,Changchun,China,5.00
1967,Changchun,China,5.57
1968,Changchun,China,5.41
1969,Changchun,China,3.67
1970,Changchun,China,4.95
1971,Changchun,China,5.38
1972,Changchun,China,5.00
1973,Changchun,China,5.55
1974,Changchun,China,4.86
1975,Changchun,China,6.55
1976,Changchun,China,4.63
1977,Changchun,China,5.09
1978,Changchun,China,5.29
1979,Changchun,China,5.63
1980,Changchun,China,4.72
1981,Changchun,China,5.20
1982,Changchun,China,6.41
1983,Changchun,China,5.88
1984,Changchun,China,5.08
1985,Changchun,China,4.89
1986,Changchun,China,5.23
1987,Changchun,China,5.10
1988,Changchun,China,5.92
1989,Changchun,China,6.60
1990,Changchun,China,6.86
1991,Changchun,China,5.68
1992,Changchun,China,5.86
1993,Changchun,China,5.78
1994,Changchun,China,6.34
1995,Changchun,China,6.48
1996,Changchun,China,5.91
1997,Changchun,China,6.57
1998,Changchun,China,7.12
1999,Changchun,China,6.03
2000,Changchun,China,5.41
2001,Changchun,China,5.76
2002,Changchun,China,6.52
2003,Changchun,China,6.78
2004,Changchun,China,6.80
2005,Changchun,China,5.45
2006,Changchun,China,6.19
2007,Changchun,China,7.39
2008,Changchun,China,6.99
2009,Changchun,China,5.81
2010,Changchun,China,5.13
2011,Changchun,China,5.76
2012,Changchun,China,5.22
2013,Changchun,China,6.94
1841,Changzhou,China,14.87
1842,Changzhou,China,15.43
1843,Changzhou,China,15.53
1844,Changzhou,China,15.33
1845,Changzhou,China,15.43
1846,Changzhou,China,15.85
1847,Changzhou,China,15.78
1848,Changzhou,China,15.02
1849,Changzhou,China,15.44
1850,Changzhou,China,15.60
1851,Changzhou,China,15.22
1852,Changzhou,China,15.44
1853,Changzhou,China,15.79
1854,Changzhou,China,15.99
1855,Changzhou,China,15.84
1856,Changzhou,China,15.55
1857,Changzhou,China,15.93
1858,Changzhou,China,15.49
1859,Changzhou,China,15.64
1860,Changzhou,China,15.05
1861,Changzhou,China,15.29
1862,Changzhou,China,14.47
1863,Changzhou,China,15.20
1864,Changzhou,China,14.85
1865,Changzhou,China,15.72
1866,Changzhou,China,15.54
1867,Changzhou,China,15.95
1868,Changzhou,China,15.86
1869,Changzhou,China,16.09
1870,Changzhou,China,15.95
1871,Changzhou,China,16.31
1872,Changzhou,China,16.12
1873,Changzhou,China,15.74
1874,Changzhou,China,15.68
1875,Changzhou,China,15.47
1876,Changzhou,China,15.60
1877,Changzhou,China,15.43
1878,Changzhou,China,15.46
1879,Changzhou,China,16.13
1880,Changzhou,China,15.28
1881,Changzhou,China,15.63
1882,Changzhou,China,15.54
1883,Changzhou,China,15.41
1884,Changzhou,China,14.92
1885,Changzhou,China,14.91
1886,Changzhou,China,15.06
1887,Changzhou,China,15.65
1888,Changzhou,China,15.87
1889,Changzhou,China,15.30
1890,Changzhou,China,16.22
1891,Changzhou,China,15.72
1892,Changzhou,China,15.43
1893,Changzhou,China,15.13
1894,Changzhou,China,16.23
1895,Changzhou,China,15.27
1896,Changzhou,China,15.73
1897,Changzhou,China,15.60
1898,Changzhou,China,16.33
1899,Changzhou,China,15.84
1900,Changzhou,China,15.80
1901,Changzhou,China,15.26
1902,Changzhou,China,16.27
1903,Changzhou,China,15.56
1904,Changzhou,China,15.64
1905,Changzhou,China,15.50
1906,Changzhou,China,15.50
1907,Changzhou,China,15.57
1908,Changzhou,China,15.67
1909,Changzhou,China,15.84
1910,Changzhou,China,15.26
1911,Changzhou,China,15.48
1912,Changzhou,China,15.61
1913,Changzhou,China,15.36
1914,Changzhou,China,16.52
1915,Changzhou,China,16.11
1916,Changzhou,China,15.75
1917,Changzhou,China,15.09
1918,Changzhou,China,15.55
1919,Changzhou,China,15.93
1920,Changzhou,China,16.02
1921,Changzhou,China,15.58
1922,Changzhou,China,16.11
1923,Changzhou,China,15.77
1924,Changzhou,China,15.72
1925,Changzhou,China,15.65
1926,Changzhou,China,16.04
1927,Changzhou,China,16.13
1928,Changzhou,China,16.03
1929,Changzhou,China,15.96
1930,Changzhou,China,16.06
1931,Changzhou,China,15.64
1932,Changzhou,China,16.04
1933,Changzhou,China,15.91
1934,Changzhou,China,15.85
1935,Changzhou,China,16.33
1936,Changzhou,China,15.28
1937,Changzhou,China,16.09
1938,Changzhou,China,16.32
1939,Changzhou,China,16.13
1940,Changzhou,China,16.25
1941,Changzhou,China,16.39
1942,Changzhou,China,16.21
1943,Changzhou,China,16.01
1944,Changzhou,China,16.14
1945,Changzhou,China,15.91
1946,Changzhou,China,16.70
1947,Changzhou,China,15.87
1948,Changzhou,China,16.49
1949,Changzhou,China,16.56
1950,Changzhou,China,16.40
1951,Changzhou,China,16.18
1952,Changzhou,China,16.10
1953,Changzhou,China,17.03
1954,Changzhou,China,15.85
1955,Changzhou,China,16.06
1956,Changzhou,China,15.61
1957,Changzhou,China,15.60
1958,Changzhou,China,16.07
1959,Changzhou,China,16.54
1960,Changzhou,China,16.60
1961,Changzhou,China,17.02
1962,Changzhou,China,16.11
1963,Changzhou,China,16.20
1964,Changzhou,China,16.58
1965,Changzhou,China,16.06
1966,Changzhou,China,16.50
1967,Changzhou,China,16.05
1968,Changzhou,China,16.13
1969,Changzhou,China,15.64
1970,Changzhou,China,15.82
1971,Changzhou,China,16.22
1972,Changzhou,China,15.71
1973,Changzhou,China,16.32
1974,Changzhou,China,15.93
1975,Changzhou,China,16.48
1976,Changzhou,China,15.71
1977,Changzhou,China,16.17
1978,Changzhou,China,16.67
1979,Changzhou,China,16.54
1980,Changzhou,China,15.57
1981,Changzhou,China,15.91
1982,Changzhou,China,16.20
1983,Changzhou,China,16.22
1984,Changzhou,China,15.80
1985,Changzhou,China,16.04
1986,Changzhou,China,15.94
1987,Changzhou,China,16.19
1988,Changzhou,China,16.17
1989,Changzhou,China,16.24
1990,Changzhou,China,17.26
1991,Changzhou,China,16.14
1992,Changzhou,China,16.14
1993,Changzhou,China,15.98
1994,Changzhou,China,17.34
1995,Changzhou,China,16.36
1996,Changzhou,China,16.21
1997,Changzhou,China,16.76
1998,Changzhou,China,17.56
1999,Changzhou,China,16.68
2000,Changzhou,China,16.90
2001,Changzhou,China,16.93
2002,Changzhou,China,17.22
2003,Changzhou,China,16.74
2004,Changzhou,China,17.24
2005,Changzhou,China,16.75
2006,Changzhou,China,17.41
2007,Changzhou,China,17.63
2008,Changzhou,China,16.72
2009,Changzhou,China,17.01
2010,Changzhou,China,16.75
2011,Changzhou,China,16.52
2012,Changzhou,China,16.47
2013,Changzhou,China,17.86
1820,Chengdu,China,9.14
1821,Chengdu,China,10.29
1822,Chengdu,China,10.39
1823,Chengdu,China,10.68
1824,Chengdu,China,
1825,Chengdu,China,
1826,Chengdu,China,
1827,Chengdu,China,
1828,Chengdu,China,
1829,Chengdu,China,
1830,Chengdu,China,
1831,Chengdu,China,
1832,Chengdu,China,
1833,Chengdu,China,10.14
1834,Chengdu,China,10.24
1835,Chengdu,China,9.38
1836,Chengdu,China,9.62
1837,Chengdu,China,11.58
1838,Chengdu,China,14.02
1839,Chengdu,China,
1840,Chengdu,China,10.00
1841,Chengdu,China,9.83
1842,Chengdu,China,10.24
1843,Chengdu,China,10.33
1844,Chengdu,China,10.03
1845,Chengdu,China,9.96
1846,Chengdu,China,10.55
1847,Chengdu,China,10.19
1848,Chengdu,China,9.84
1849,Chengdu,China,10.01
1850,Chengdu,China,10.12
1851,Chengdu,China,10.19
1852,Chengdu,China,10.08
1853,Chengdu,China,10.42
1854,Chengdu,China,10.44
1855,Chengdu,China,10.28
1856,Chengdu,China,9.97
1857,Chengdu,China,10.00
1858,Chengdu,China,10.26
1859,Chengdu,China,10.49
1860,Chengdu,China,9.92
1861,Chengdu,China,9.96
1862,Chengdu,China,9.42
1863,Chengdu,China,10.20
1864,Chengdu,China,9.76
1865,Chengdu,China,10.39
1866,Chengdu,China,10.46
1867,Chengdu,China,9.85
1868,Chengdu,China,10.46
1869,Chengdu,China,10.51
1870,Chengdu,China,10.31
1871,Chengdu,China,10.48
1872,Chengdu,China,10.60
1873,Chengdu,China,10.71
1874,Chengdu,China,10.45
1875,Chengdu,China,10.32
1876,Chengdu,China,10.34
1877,Chengdu,China,10.14
1878,Chengdu,China,10.55
1879,Chengdu,China,10.75
1880,Chengdu,China,10.17
1881,Chengdu,China,10.46
1882,Chengdu,China,10.44
1883,Chengdu,China,10.02
1884,Chengdu,China,9.80
1885,Chengdu,China,9.87
1886,Chengdu,China,10.16
1887,Chengdu,China,10.18
1888,Chengdu,China,10.23
1889,Chengdu,China,10.51
1890,Chengdu,China,10.48
1891,Chengdu,China,10.53
1892,Chengdu,China,10.41
1893,Chengdu,China,10.21
1894,Chengdu,China,10.51
1895,Chengdu,China,10.22
1896,Chengdu,China,10.41
1897,Chengdu,China,10.32
1898,Chengdu,China,10.56
1899,Chengdu,China,10.23
1900,Chengdu,China,10.30
1901,Chengdu,China,10.52
1902,Chengdu,China,10.72
1903,Chengdu,China,10.22
1904,Chengdu,China,10.33
1905,Chengdu,China,9.50
1906,Chengdu,China,10.21
1907,Chengdu,China,10.43
1908,Chengdu,China,10.26
1909,Chengdu,China,10.54
1910,Chengdu,China,10.27
1911,Chengdu,China,10.18
1912,Chengdu,China,10.07
1913,Chengdu,China,10.06
1914,Chengdu,China,10.80
1915,Chengdu,China,10.70
1916,Chengdu,China,10.39
1917,Chengdu,China,10.26
1918,Chengdu,China,10.09
1919,Chengdu,China,10.92
1920,Chengdu,China,10.80
1921,Chengdu,China,10.57
1922,Chengdu,China,10.97
1923,Chengdu,China,10.91
1924,Chengdu,China,10.99
1925,Chengdu,China,10.43
1926,Chengdu,China,10.96
1927,Chengdu,China,10.94
1928,Chengdu,China,11.28
1929,Chengdu,China,10.75
1930,Chengdu,China,10.63
1931,Chengdu,China,10.85
1932,Chengdu,China,10.85
1933,Chengdu,China,11.28
1934,Chengdu,China,10.66
1935,Chengdu,China,11.00
1936,Chengdu,China,10.63
1937,Chengdu,China,11.34
1938,Chengdu,China,11.12
1939,Chengdu,China,11.30
1940,Chengdu,China,11.04
1941,Chengdu,China,11.77
1942,Chengdu,China,11.78
1943,Chengdu,China,11.30
1944,Chengdu,China,10.79
1945,Chengdu,China,11.26
1946,Chengdu,China,12.02
1947,Chengdu,China,11.29
1948,Chengdu,China,11.07
1949,Chengdu,China,10.91
1950,Chengdu,China,10.70
1951,Chengdu,China,10.95
1952,Chengdu,China,11.07
1953,Chengdu,China,11.22
1954,Chengdu,China,10.69
1955,Chengdu,China,10.66
1956,Chengdu,China,10.50
1957,Chengdu,China,10.45
1958,Chengdu,China,11.00
1959,Chengdu,China,10.89
1960,Chengdu,China,10.93
1961,Chengdu,China,10.87
1962,Chengdu,China,10.67
1963,Chengdu,China,10.87
1964,Chengdu,China,10.85
1965,Chengdu,China,10.62
1966,Chengdu,China,11.08
1967,Chengdu,China,10.50
1968,Chengdu,China,10.45
1969,Chengdu,China,11.15
1970,Chengdu,China,10.67
1971,Chengdu,China,10.83
1972,Chengdu,China,10.97
1973,Chengdu,China,11.21
1974,Chengdu,China,10.70
1975,Chengdu,China,10.93
1976,Chengdu,China,10.23
1977,Chengdu,China,10.63
1978,Chengdu,China,10.98
1979,Chengdu,China,11.08
1980,Chengdu,China,10.80
1981,Chengdu,China,10.85
1982,Chengdu,China,10.45
1983,Chengdu,China,10.60
1984,Chengdu,China,10.60
1985,Chengdu,China,10.60
1986,Chengdu,China,10.57
1987,Chengdu,China,11.34
1988,Chengdu,China,10.88
1989,Chengdu,China,10.62
1990,Chengdu,China,11.34
1991,Chengdu,China,10.72
1992,Chengdu,China,10.22
1993,Chengdu,China,10.59
1994,Chengdu,China,11.16
1995,Chengdu,China,10.81
1996,Chengdu,China,10.55
1997,Chengdu,China,10.76
1998,Chengdu,China,11.70
1999,Chengdu,China,11.32
2000,Chengdu,China,10.82
2001,Chengdu,China,11.26
2002,Chengdu,China,11.38
2003,Chengdu,China,11.35
2004,Chengdu,China,10.97
2005,Chengdu,China,11.09
2006,Chengdu,China,11.84
2007,Chengdu,China,11.66
2008,Chengdu,China,11.13
2009,Chengdu,China,11.62
2010,Chengdu,China,11.37
2011,Chengdu,China,11.07
2012,Chengdu,China,11.16
2013,Chengdu,China,13.35
1829,Dalian,China,14.33
1830,Dalian,China,10.14
1831,Dalian,China,8.99
1832,Dalian,China,8.42
1833,Dalian,China,
1834,Dalian,China,
1835,Dalian,China,
1836,Dalian,China,
1837,Dalian,China,19.65
1838,Dalian,China,
1839,Dalian,China,8.94
1840,Dalian,China,9.70
1841,Dalian,China,8.68
1842,Dalian,China,9.64
1843,Dalian,China,9.84
1844,Dalian,China,9.82
1845,Dalian,China,9.78
1846,Dalian,China,10.23
1847,Dalian,China,10.16
1848,Dalian,China,9.91
1849,Dalian,China,9.93
1850,Dalian,China,9.05
1851,Dalian,China,8.72
1852,Dalian,China,8.94
1853,Dalian,China,9.26
1854,Dalian,China,10.01
1855,Dalian,China,10.29
1856,Dalian,China,9.80
1857,Dalian,China,9.69
1858,Dalian,China,10.01
1859,Dalian,China,10.00
1860,Dalian,China,8.79
1861,Dalian,China,9.17
1862,Dalian,China,9.10
1863,Dalian,China,10.15
1864,Dalian,China,9.44
1865,Dalian,China,9.63
1866,Dalian,China,9.81
1867,Dalian,China,10.22
1868,Dalian,China,10.02
1869,Dalian,China,10.40
1870,Dalian,China,9.75
1871,Dalian,China,9.91
1872,Dalian,China,9.74
1873,Dalian,China,9.77
1874,Dalian,China,10.13
1875,Dalian,China,10.07
1876,Dalian,China,10.46
1877,Dalian,China,9.79
1878,Dalian,China,9.79
1879,Dalian,China,9.96
1880,Dalian,China,9.62
1881,Dalian,China,9.71
1882,Dalian,China,10.09
1883,Dalian,China,9.68
1884,Dalian,China,9.04
1885,Dalian,China,9.43
1886,Dalian,China,9.82
1887,Dalian,China,9.71
1888,Dalian,China,9.57
1889,Dalian,China,9.35
1890,Dalian,China,10.54
1891,Dalian,China,10.08
1892,Dalian,China,9.34
1893,Dalian,China,9.16
1894,Dalian,China,10.66
1895,Dalian,China,9.22
1896,Dalian,China,9.68
1897,Dalian,China,9.86
1898,Dalian,China,10.94
1899,Dalian,China,10.92
1900,Dalian,China,10.27
1901,Dalian,China,9.93
1902,Dalian,China,10.67
1903,Dalian,China,10.49
1904,Dalian,China,10.05
1905,Dalian,China,9.99
1906,Dalian,China,9.73
1907,Dalian,China,9.99
1908,Dalian,China,9.74
1909,Dalian,China,9.58
1910,Dalian,China,9.41
1911,Dalian,China,9.45
1912,Dalian,China,9.35
1913,Dalian,China,9.41
1914,Dalian,China,10.63
1915,Dalian,China,9.45
1916,Dalian,China,9.73
1917,Dalian,China,9.25
1918,Dalian,China,9.84
1919,Dalian,China,10.13
1920,Dalian,China,10.55
1921,Dalian,China,9.86
1922,Dalian,China,10.02
1923,Dalian,China,9.69
1924,Dalian,China,9.96
1925,Dalian,China,9.94
1926,Dalian,China,10.12
1927,Dalian,China,10.19
1928,Dalian,China,10.01
1929,Dalian,China,10.11
1930,Dalian,China,10.32
1931,Dalian,China,9.67
1932,Dalian,China,10.41
1933,Dalian,China,9.76
1934,Dalian,China,9.78
1935,Dalian,China,10.83
1936,Dalian,China,9.49
1937,Dalian,China,10.33
1938,Dalian,China,10.44
1939,Dalian,China,10.87
1940,Dalian,China,10.42
1941,Dalian,China,10.52
1942,Dalian,China,10.30
1943,Dalian,China,10.83
1944,Dalian,China,10.16
1945,Dalian,China,10.04
1946,Dalian,China,10.89
1947,Dalian,China,8.84
1948,Dalian,China,10.86
1949,Dalian,China,10.80
1950,Dalian,China,10.54
1951,Dalian,China,10.54
1952,Dalian,China,10.37
1953,Dalian,China,10.27
1954,Dalian,China,9.87
1955,Dalian,China,10.75
1956,Dalian,China,9.38
1957,Dalian,China,9.59
1958,Dalian,China,10.52
1959,Dalian,China,11.00
1960,Dalian,China,10.48
1961,Dalian,China,11.18
1962,Dalian,China,10.49
1963,Dalian,China,10.45
1964,Dalian,China,10.24
1965,Dalian,China,10.55
1966,Dalian,China,10.27
1967,Dalian,China,10.29
1968,Dalian,China,10.53
1969,Dalian,China,9.27
1970,Dalian,China,10.03
1971,Dalian,China,10.31
1972,Dalian,China,10.28
1973,Dalian,China,10.77
1974,Dalian,China,10.07
1975,Dalian,China,11.27
1976,Dalian,China,9.85
1977,Dalian,China,10.50
1978,Dalian,China,10.76
1979,Dalian,China,10.66
1980,Dalian,China,9.99
1981,Dalian,China,10.56
1982,Dalian,China,11.27
1983,Dalian,China,11.28
1984,Dalian,China,10.23
1985,Dalian,China,9.79
1986,Dalian,China,10.32
1987,Dalian,China,10.41
1988,Dalian,China,10.99
1989,Dalian,China,11.52
1990,Dalian,China,11.26
1991,Dalian,China,10.86
1992,Dalian,China,10.96
1993,Dalian,China,10.84
1994,Dalian,China,11.65
1995,Dalian,China,11.14
1996,Dalian,China,10.71
1997,Dalian,China,11.41
1998,Dalian,China,11.79
1999,Dalian,China,11.71
2000,Dalian,China,11.14
2001,Dalian,China,11.16
2002,Dalian,China,11.59
2003,Dalian,China,11.27
2004,Dalian,China,11.81
2005,Dalian,China,10.97
2006,Dalian,China,11.45
2007,Dalian,China,12.05
2008,Dalian,China,11.50
2009,Dalian,China,11.39
2010,Dalian,China,10.48
2011,Dalian,China,10.91
2012,Dalian,China,10.55
2013,Dalian,China,11.45
1820,Datong,China,1.81
1821,Datong,China,3.36
1822,Datong,China,3.32
1823,Datong,China,2.74
1824,Datong,China,3.82
1825,Datong,China,3.53
1826,Datong,China,3.45
1827,Datong,China,4.04
1828,Datong,China,3.21
1829,Datong,China,3.06
1830,Datong,China,3.62
1831,Datong,China,2.26
1832,Datong,China,2.48
1833,Datong,China,2.84
1834,Datong,China,3.33
1835,Datong,China,2.67
1836,Datong,China,3.02
1837,Datong,China,2.77
1838,Datong,China,2.96
1839,Datong,China,2.41
1840,Datong,China,3.05
1841,Datong,China,1.89
1842,Datong,China,3.27
1843,Datong,China,3.38
1844,Datong,China,3.45
1845,Datong,China,3.23
1846,Datong,China,3.78
1847,Datong,China,3.59
1848,Datong,China,3.32
1849,Datong,China,3.33
1850,Datong,China,2.47
1851,Datong,China,2.17
1852,Datong,China,2.43
1853,Datong,China,2.59
1854,Datong,China,3.45
1855,Datong,China,3.67
1856,Datong,China,3.24
1857,Datong,China,2.99
1858,Datong,China,3.54
1859,Datong,China,3.64
1860,Datong,China,2.15
1861,Datong,China,2.62
1862,Datong,China,2.35
1863,Datong,China,3.75
1864,Datong,China,2.73
1865,Datong,China,3.09
1866,Datong,China,3.50
1867,Datong,China,3.98
